# MOISTURE,KNOT_RATIO,TREERING,E,DENSITY,BEAMHEIGHT,BENDING_STRENGTH,STIFFNES
# %,-,MM,N/MM2,KG/M3,CM,N/MM2,N/MM
1.419999999999999929e+01,1.700000000000000122e-01,3.600000000000000089e+00,1.357300000000000000e+04,6.430000000000000000e+02,1.650000000000000000e+02,3.760000000000000142e+01,7.885117675490781153e+01
1.430000000000000071e+01,2.600000000000000089e-01,3.540000000000000036e+00,1.348900000000000000e+04,6.520000000000000000e+02,1.660000000000000000e+02,4.960000000000000142e+01,7.741620752984390208e+01
1.340000000000000036e+01,2.899999999999999800e-01,2.770000000000000018e+00,1.261900000000000000e+04,6.380000000000000000e+02,1.640000000000000000e+02,3.889999999999999858e+01,7.421125183484517152e+01
1.419999999999999929e+01,2.999999999999999889e-01,3.069999999999999840e+00,1.402900000000000000e+04,6.480000000000000000e+02,1.650000000000000000e+02,2.069999999999999929e+01,8.150026955681146035e+01
1.400000000000000000e+01,1.300000000000000044e-01,3.580000000000000071e+00,1.557000000000000000e+04,5.810000000000000000e+02,1.930000000000000000e+02,4.939999999999999858e+01,6.599426269531252842e+01
1.309999999999999964e+01,3.300000000000000155e-01,3.290000000000000036e+00,1.100400000000000000e+04,6.160000000000000000e+02,1.930000000000000000e+02,3.470000000000000284e+01,4.664103190104167851e+01
1.330000000000000071e+01,1.400000000000000133e-01,3.959999999999999964e+00,1.449200000000000000e+04,5.730000000000000000e+02,1.920000000000000000e+02,4.900000000000000000e+01,6.206998163427540760e+01
1.359999999999999964e+01,2.600000000000000089e-01,6.429999999999999716e+00,8.883000000000000000e+03,6.200000000000000000e+02,1.930000000000000000e+02,3.370000000000000284e+01,3.765106201171876421e+01
1.459999999999999964e+01,3.400000000000000244e-01,2.399999999999999911e+00,9.790000000000000000e+03,7.810000000000000000e+02,1.930000000000000000e+02,4.570000000000000284e+01,4.149542914496528567e+01
1.419999999999999929e+01,2.600000000000000089e-01,6.200000000000000178e+00,1.260600000000000000e+04,5.250000000000000000e+02,1.930000000000000000e+02,3.800000000000000000e+01,5.343119303385417851e+01
1.440000000000000036e+01,2.200000000000000011e-01,4.190000000000000391e+00,1.720200000000000000e+04,6.270000000000000000e+02,1.920000000000000000e+02,4.070000000000000284e+01,7.367705106767910195e+01
1.350000000000000000e+01,2.399999999999999911e-01,4.610000000000000320e+00,1.312300000000000000e+04,5.530000000000000000e+02,1.910000000000000000e+02,5.879999999999999716e+01,5.679968836565097945e+01
1.319999999999999929e+01,2.800000000000000266e-01,3.410000000000000142e+00,1.410700000000000000e+04,5.490000000000000000e+02,1.930000000000000000e+02,5.400000000000000000e+01,5.979326036241321418e+01
1.419999999999999929e+01,5.799999999999999600e-01,4.120000000000000107e+00,1.314500000000000000e+04,5.700000000000000000e+02,1.920000000000000000e+02,5.500000000000000000e+01,5.630071132918507715e+01
1.480000000000000071e+01,2.300000000000000100e-01,4.959999999999999964e+00,1.149400000000000000e+04,5.650000000000000000e+02,1.930000000000000000e+02,5.089999999999999858e+01,4.871792263454862137e+01
1.440000000000000036e+01,2.300000000000000100e-01,5.790000000000000036e+00,1.163000000000000000e+04,5.370000000000000000e+02,1.920000000000000000e+02,2.930000000000000071e+01,4.981188838025275345e+01
1.400000000000000000e+01,2.200000000000000011e-01,5.389999999999999680e+00,1.187100000000000000e+04,4.800000000000000000e+02,1.920000000000000000e+02,3.539999999999999858e+01,5.084410378004990605e+01
1.380000000000000071e+01,1.900000000000000022e-01,4.240000000000000213e+00,1.041800000000000000e+04,5.150000000000000000e+02,1.930000000000000000e+02,3.119999999999999929e+01,4.415724012586806424e+01
1.400000000000000000e+01,1.400000000000000133e-01,4.700000000000000178e+00,1.381900000000000000e+04,5.820000000000000000e+02,1.900000000000000000e+02,5.710000000000000142e+01,6.044676100893034487e+01
1.540000000000000036e+01,2.999999999999999889e-01,3.540000000000000036e+00,1.146900000000000000e+04,6.200000000000000000e+02,1.930000000000000000e+02,4.150000000000000000e+01,4.861195882161459281e+01
1.319999999999999929e+01,3.499999999999999778e-01,4.519999999999999574e+00,1.373100000000000000e+04,5.630000000000000000e+02,1.920000000000000000e+02,2.880000000000000071e+01,5.881057947972919209e+01
1.350000000000000000e+01,2.899999999999999800e-01,4.290000000000000036e+00,1.210400000000000000e+04,5.720000000000000000e+02,1.930000000000000000e+02,3.379999999999999716e+01,5.130343967013889994e+01
1.440000000000000036e+01,2.200000000000000011e-01,3.680000000000000160e+00,1.222000000000000000e+04,5.350000000000000000e+02,1.920000000000000000e+02,5.360000000000000142e+01,5.233888873660263386e+01
1.409999999999999964e+01,2.500000000000000000e-01,4.040000000000000036e+00,1.623700000000000000e+04,6.270000000000000000e+02,1.930000000000000000e+02,4.170000000000000284e+01,6.882137722439237848e+01
1.440000000000000036e+01,3.499999999999999778e-01,5.669999999999999929e+00,1.116400000000000000e+04,4.930000000000000000e+02,1.930000000000000000e+02,3.030000000000000071e+01,4.731920030381945708e+01
1.409999999999999964e+01,4.000000000000000222e-01,3.680000000000000160e+00,9.882000000000000000e+03,5.000000000000000000e+02,1.920000000000000000e+02,1.710000000000000142e+01,4.232511444313480098e+01
1.459999999999999964e+01,1.400000000000000133e-01,5.280000000000000249e+00,1.186600000000000000e+04,5.190000000000000000e+02,1.930000000000000000e+02,3.089999999999999858e+01,5.029466417100695708e+01
1.440000000000000036e+01,3.200000000000000067e-01,4.089999999999999858e+00,1.104500000000000000e+04,5.310000000000000000e+02,1.920000000000000000e+02,3.339999999999999858e+01,4.730630328116007632e+01
1.330000000000000071e+01,1.499999999999999944e-01,4.549999999999999822e+00,1.157900000000000000e+04,5.160000000000000000e+02,1.920000000000000000e+02,3.289999999999999858e+01,4.959345275622928995e+01
1.380000000000000071e+01,2.999999999999999889e-01,5.000000000000000000e+00,1.048100000000000000e+04,4.490000000000000000e+02,1.930000000000000000e+02,3.119999999999999929e+01,4.442426893446181424e+01
1.130000000000000071e+01,2.300000000000000100e-01,5.150000000000000355e+00,1.336300000000000000e+04,5.320000000000000000e+02,1.920000000000000000e+02,4.100000000000000000e+01,5.723441654559909608e+01
1.280000000000000071e+01,5.400000000000000355e-01,5.730000000000000426e+00,1.311500000000000000e+04,5.680000000000000000e+02,1.920000000000000000e+02,3.920000000000000284e+01,5.617221978564185747e+01
1.390000000000000036e+01,2.800000000000000266e-01,3.000000000000000000e+00,1.255900000000000000e+04,5.890000000000000000e+02,1.920000000000000000e+02,6.150000000000000000e+01,5.379084317864095510e+01
1.380000000000000071e+01,2.099999999999999922e-01,2.899999999999999911e+00,1.257200000000000000e+04,5.890000000000000000e+02,1.920000000000000000e+02,5.539999999999999858e+01,5.384652284750968221e+01
1.290000000000000036e+01,2.200000000000000011e-01,4.290000000000000036e+00,1.233900000000000000e+04,5.670000000000000000e+02,1.930000000000000000e+02,5.350000000000000000e+01,5.229949951171876421e+01
1.359999999999999964e+01,2.200000000000000011e-01,4.809999999999999609e+00,1.180800000000000000e+04,5.440000000000000000e+02,1.920000000000000000e+02,5.689999999999999858e+01,5.057427153860915325e+01
1.390000000000000036e+01,2.700000000000000178e-01,4.169999999999999929e+00,1.229200000000000000e+04,5.330000000000000000e+02,1.920000000000000000e+02,3.100000000000000000e+01,5.264726844110634829e+01
1.209999999999999964e+01,3.300000000000000155e-01,5.049999999999999822e+00,9.641000000000000000e+03,4.900000000000000000e+02,1.910000000000000000e+02,3.760000000000000142e+01,4.172870498614959445e+01
1.380000000000000071e+01,2.600000000000000089e-01,5.889999999999999680e+00,1.050200000000000000e+04,5.350000000000000000e+02,1.920000000000000000e+02,2.160000000000000142e+01,4.498060634302789396e+01
1.409999999999999964e+01,4.000000000000000222e-01,3.910000000000000142e+00,9.556000000000000000e+03,4.910000000000000000e+02,1.920000000000000000e+02,3.300000000000000000e+01,4.092883966996520684e+01
1.419999999999999929e+01,2.099999999999999922e-01,4.540000000000000036e+00,1.146100000000000000e+04,4.970000000000000000e+02,1.920000000000000000e+02,3.629999999999999716e+01,4.908805268495930818e+01
1.369999999999999929e+01,1.400000000000000133e-01,7.580000000000000071e+00,1.122800000000000000e+04,5.120000000000000000e+02,1.910000000000000000e+02,4.629999999999999716e+01,4.859764542936289189e+01
1.350000000000000000e+01,5.200000000000000178e-01,3.930000000000000160e+00,1.207500000000000000e+04,5.050000000000000000e+02,1.930000000000000000e+02,3.300000000000000000e+01,5.118052164713542851e+01
1.359999999999999964e+01,4.299999999999999933e-01,5.820000000000000284e+00,9.469000000000000000e+03,4.570000000000000000e+02,1.920000000000000000e+02,2.939999999999999858e+01,4.055621419368988256e+01
1.150000000000000000e+01,1.499999999999999944e-01,5.059999999999999609e+00,1.245600000000000000e+04,5.890000000000000000e+02,1.730000000000000000e+02,4.060000000000000142e+01,6.578724986479180359e+01
1.269999999999999929e+01,2.700000000000000178e-01,6.429999999999999716e+00,9.706000000000000000e+03,4.670000000000000000e+02,1.970000000000000000e+02,3.670000000000000284e+01,3.947736620158269005e+01
1.359999999999999964e+01,1.799999999999999933e-01,5.879999999999999893e+00,9.449000000000000000e+03,4.570000000000000000e+02,1.970000000000000000e+02,2.680000000000000071e+01,3.843206606622242560e+01
1.409999999999999964e+01,2.200000000000000011e-01,6.169999999999999929e+00,1.290800000000000000e+04,5.930000000000000000e+02,1.970000000000000000e+02,3.560000000000000142e+01,5.250091107871722329e+01
1.450000000000000000e+01,3.400000000000000244e-01,5.719999999999999751e+00,1.175300000000000000e+04,4.910000000000000000e+02,1.960000000000000000e+02,3.750000000000000000e+01,4.829470742932282690e+01
1.490000000000000036e+01,3.200000000000000067e-01,6.610000000000000320e+00,1.287900000000000000e+04,5.920000000000000000e+02,1.970000000000000000e+02,2.619999999999999929e+01,5.238295892336528681e+01
1.369999999999999929e+01,2.399999999999999911e-01,8.199999999999999289e+00,9.296000000000000000e+03,5.070000000000000000e+02,1.970000000000000000e+02,2.500000000000000000e+01,3.780976676384841539e+01
1.340000000000000036e+01,2.500000000000000000e-01,7.129999999999999893e+00,9.576000000000000000e+03,4.890000000000000000e+02,1.970000000000000000e+02,1.710000000000000142e+01,3.894861516034987403e+01
1.440000000000000036e+01,1.900000000000000022e-01,3.390000000000000124e+00,1.341300000000000000e+04,5.800000000000000000e+02,1.960000000000000000e+02,5.089999999999999858e+01,5.511587771203156905e+01
1.380000000000000071e+01,6.199999999999999956e-01,4.570000000000000284e+00,1.373400000000000000e+04,5.530000000000000000e+02,1.960000000000000000e+02,3.019999999999999929e+01,5.643491124260356173e+01
1.480000000000000071e+01,3.699999999999999956e-01,3.430000000000000160e+00,1.245500000000000000e+04,5.390000000000000000e+02,1.980000000000000000e+02,3.270000000000000284e+01,5.014542374191555041e+01
1.390000000000000036e+01,2.600000000000000089e-01,5.570000000000000284e+00,1.212800000000000000e+04,5.210000000000000000e+02,1.980000000000000000e+02,3.339999999999999858e+01,4.882887989899251124e+01
1.359999999999999964e+01,1.400000000000000133e-01,5.709999999999999964e+00,1.129600000000000000e+04,5.060000000000000000e+02,1.750000000000000000e+02,2.930000000000000071e+01,5.829700092482497098e+01
1.380000000000000071e+01,3.300000000000000155e-01,6.730000000000000426e+00,1.130200000000000000e+04,5.060000000000000000e+02,1.750000000000000000e+02,3.279999999999999716e+01,5.832796604571279886e+01
1.409999999999999964e+01,2.600000000000000089e-01,9.000000000000000000e+00,7.166000000000000000e+03,4.480000000000000000e+02,1.750000000000000000e+02,1.869999999999999929e+01,3.698267604703397637e+01
1.219999999999999929e+01,1.900000000000000022e-01,4.419999999999999929e+00,1.093600000000000000e+04,5.470000000000000000e+02,1.970000000000000000e+02,1.989999999999999858e+01,4.448016451478552824e+01
1.259999999999999964e+01,2.500000000000000000e-01,5.290000000000000036e+00,1.004100000000000000e+04,5.320000000000000000e+02,1.750000000000000000e+02,2.230000000000000071e+01,5.182012980578678452e+01
1.280000000000000071e+01,2.899999999999999800e-01,6.700000000000000178e+00,1.068900000000000000e+04,5.380000000000000000e+02,1.750000000000000000e+02,2.860000000000000142e+01,5.516436286167263603e+01
1.409999999999999964e+01,1.799999999999999933e-01,5.559999999999999609e+00,1.365200000000000000e+04,5.170000000000000000e+02,1.750000000000000000e+02,4.739999999999999858e+01,7.045597172678031939e+01
1.269999999999999929e+01,4.500000000000000111e-01,7.379999999999999893e+00,9.358000000000000000e+03,4.650000000000000000e+02,1.970000000000000000e+02,2.310000000000000142e+01,3.806194033735945226e+01
1.309999999999999964e+01,4.500000000000000111e-01,4.900000000000000355e+00,1.243300000000000000e+04,5.390000000000000000e+02,1.750000000000000000e+02,3.189999999999999858e+01,6.416489133306912152e+01
1.390000000000000036e+01,3.300000000000000155e-01,5.280000000000000249e+00,1.072100000000000000e+04,5.340000000000000000e+02,1.740000000000000000e+02,2.880000000000000071e+01,5.597100638177021636e+01
1.340000000000000036e+01,2.000000000000000111e-01,7.330000000000000071e+00,7.821000000000000000e+03,4.510000000000000000e+02,1.750000000000000000e+02,2.110000000000000142e+01,4.036303507728896278e+01
1.290000000000000036e+01,1.900000000000000022e-01,5.160000000000000142e+00,1.407500000000000000e+04,5.320000000000000000e+02,1.750000000000000000e+02,4.870000000000000284e+01,7.263901274937248331e+01
1.350000000000000000e+01,3.900000000000000133e-01,8.500000000000000000e+00,9.093000000000000000e+03,4.760000000000000000e+02,1.970000000000000000e+02,2.380000000000000071e+01,3.698410167638486001e+01
1.369999999999999929e+01,2.600000000000000089e-01,4.639999999999999680e+00,1.333100000000000000e+04,5.240000000000000000e+02,1.740000000000000000e+02,3.119999999999999929e+01,6.959700457750011537e+01
